text,label,scam_category,caller_type,audio_duration,urgency_level,contains_blackmail,language_style
National Cyber Cell se bol raha hoon. Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,251,high,False,hinglish
Police headquarters se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,185,high,True,hinglish
Namaste ma'am Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,relative,other_scammer,127,medium,False,hinglish
"Aap sun rahe hain na? Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,95,low,False,hinglish
"Hello ma'am Beta ghar aa gaya hoon, darwaza khol do.",0,none,doctor_clinic,60,low,False,hinglish
Hello ji Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,224,high,False,hinglish
Madam ek minute Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,69,medium,False,hinglish
"Ji haan suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,63,low,False,hinglish
Aap sun rahe hain na? Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,102,medium,False,hinglish
Ji haan suniye Project ka review meeting kal 4 baje hai kya?,0,none,office_colleague,63,low,False,hinglish
Aap sun rahe hain na? Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,234,high,True,hinglish
ACP Sharma bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,lottery,other_scammer,76,medium,False,hinglish
"Dhyan se suniye Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,friend,88,low,False,hinglish
Law enforcement se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,151,high,True,hinglish
Namaste ma'am Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,230,high,True,hinglish
Madam ek minute Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,amazon,other_scammer,145,medium,False,hinglish
Cyber Crime Department se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,111,high,True,hinglish
National Cyber Cell se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,bank_scammer,157,medium,False,hinglish
Delhi Police se bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,162,high,True,hinglish
Aap sun rahe hain na? Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,102,medium,False,hinglish
Aap sun rahe hain na? Aapka order deliver ho chuka hai. Feedback de dena.,0,none,doctor_clinic,75,low,False,hinglish
Police headquarters se bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,251,medium,False,hinglish
"Ji namaskar Beta ghar aa gaya hoon, darwaza khol do.",0,none,office_colleague,66,low,False,hinglish
"Namaste sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,office_colleague,32,low,False,hinglish
Namaste ma'am Cab 3 minute mein pahunch raha hai.,0,none,delivery_agent,44,low,False,hinglish
Hello ma'am Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,other_scammer,101,medium,False,hinglish
Hello ji Cab 3 minute mein pahunch raha hai.,0,none,office_colleague,88,low,False,hinglish
Namaste ma'am Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,258,high,True,hinglish
Namaste sir Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,156,high,True,hinglish
Dhyan se suniye Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,153,high,True,hinglish
Hello ji National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,235,medium,False,hinglish
"Crime Branch se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,other_scammer,80,medium,False,hinglish
"Aap sun rahe hain na? Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,amazon,other_scammer,111,medium,False,hinglish
"Hello sir Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,friend,75,low,False,hinglish
"Ji haan suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,aadhaar,other_scammer,77,medium,False,hinglish
Hello sir Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,192,medium,False,hinglish
Delhi Police se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,bank_scammer,95,medium,False,hinglish
Hello ma'am Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,120,medium,False,hinglish
Ji haan suniye Project ka review meeting kal 4 baje hai kya?,0,none,friend,39,low,False,hinglish
Madam ek minute Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,aadhaar,other_scammer,108,medium,False,hinglish
"Sir ek minute suniye Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,friend,95,low,False,hinglish
"Ji haan suniye Beta ghar aa gaya hoon, darwaza khol do.",0,none,family,52,low,False,hinglish
"Hello sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,doctor_clinic,31,low,False,hinglish
Namaste sir National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,111,medium,False,hinglish
"Namaste sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,58,low,False,hinglish
Aap sun rahe hain na? Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,251,high,True,hinglish
"Dhyan se suniye Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,doctor_clinic,55,low,False,hinglish
Hello ji Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,152,medium,False,hinglish
Hello sir Aapka order deliver ho chuka hai. Feedback de dena.,0,none,office_colleague,67,low,False,hinglish
"Namaste ma'am Beta ghar aa gaya hoon, darwaza khol do.",0,none,friend,22,low,False,hinglish
Dhyan se suniye Aapka order deliver ho chuka hai. Feedback de dena.,0,none,delivery_agent,20,low,False,hinglish
Aap sun rahe hain na? Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,251,medium,False,hinglish
"Hello ji Beta ghar aa gaya hoon, darwaza khol do.",0,none,family,30,low,False,hinglish
Hello ji Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,249,medium,False,hinglish
"Namaste sir Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,lottery,other_scammer,145,medium,False,hinglish
Aap sun rahe hain na? Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,204,medium,False,hinglish
Ji haan suniye Project ka review meeting kal 4 baje hai kya?,0,none,office_colleague,50,low,False,hinglish
Aap sun rahe hain na? Aapka order deliver ho chuka hai. Feedback de dena.,0,none,delivery_agent,61,low,False,hinglish
Ji namaskar Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,154,high,True,hinglish
"Hello ji Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,amazon,other_scammer,123,medium,False,hinglish
"National Cyber Cell se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,relative,other_scammer,120,medium,False,hinglish
Namaste ma'am Project ka review meeting kal 4 baje hai kya?,0,none,doctor_clinic,21,low,False,hinglish
Hello ma'am Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,254,medium,False,hinglish
Hello sir Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,260,high,True,hinglish
Crime Branch se bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,196,high,False,hinglish
"Dhyan se suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,family,19,low,False,hinglish
Hello ma'am Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,155,high,True,hinglish
Crime Branch se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,relative,other_scammer,109,medium,False,hinglish
Ji namaskar Project ka review meeting kal 4 baje hai kya?,0,none,family,95,low,False,hinglish
"Sir ek minute suniye School fees ki last date kal hai, payment kar dena.",0,none,friend,44,low,False,hinglish
Law enforcement se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,231,high,True,hinglish
Madam ek minute Project ka review meeting kal 4 baje hai kya?,0,none,friend,79,low,False,hinglish
"Ji namaskar Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,amazon,other_scammer,75,medium,False,hinglish
"Crime Branch se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,aadhaar,other_scammer,114,medium,False,hinglish
Hello sir Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,104,high,True,hinglish
Namaste sir Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,117,medium,False,hinglish
Aap sun rahe hain na? Aapka order deliver ho chuka hai. Feedback de dena.,0,none,office_colleague,58,low,False,hinglish
Namaste ma'am Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,relative,other_scammer,82,medium,False,hinglish
Aap sun rahe hain na? Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,bank_scammer,161,medium,False,hinglish
Hello ma'am Aapka order deliver ho chuka hai. Feedback de dena.,0,none,friend,33,low,False,hinglish
"Ji haan suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,doctor_clinic,40,low,False,hinglish
"CBI se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,relative,other_scammer,82,medium,False,hinglish
Madam ek minute Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,165,high,False,hinglish
"Namaste ma'am School fees ki last date kal hai, payment kar dena.",0,none,doctor_clinic,48,low,False,hinglish
Ji haan suniye Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,153,high,True,hinglish
"Madam ek minute Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,family,23,low,False,hinglish
"Inspector Rajesh Kumar bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,91,medium,False,hinglish
Hello ji Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,lottery,other_scammer,123,medium,False,hinglish
Madam ek minute Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,147,high,True,hinglish
"Namaste sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,79,low,False,hinglish
Ji haan suniye Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,196,high,True,hinglish
Hello ji Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,bank_scammer,109,medium,False,hinglish
"Hello ji Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,doctor_clinic,59,low,False,hinglish
"Aap sun rahe hain na? School fees ki last date kal hai, payment kar dena.",0,none,family,93,low,False,hinglish
"Sir ek minute suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,family,48,low,False,hinglish
"Ji haan suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,95,low,False,hinglish
Ji namaskar Aapka order deliver ho chuka hai. Feedback de dena.,0,none,friend,72,low,False,hinglish
Police headquarters se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,aadhaar,other_scammer,73,medium,False,hinglish
Police headquarters se bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,210,high,False,hinglish
Hello ma'am Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,96,medium,False,hinglish
Madam ek minute Aapka order deliver ho chuka hai. Feedback de dena.,0,none,office_colleague,70,low,False,hinglish
Special Investigation Team se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,192,high,True,hinglish
"Ji haan suniye Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,office_colleague,50,low,False,hinglish
Dhyan se suniye Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,126,high,True,hinglish
"Sir ek minute suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,18,low,False,hinglish
Inspector Rajesh Kumar bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,158,high,True,hinglish
Ji haan suniye Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,252,medium,False,hinglish
"Sir ek minute suniye Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,office_colleague,18,low,False,hinglish
"Madam ek minute Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,36,low,False,hinglish
"Hello ji Beta ghar aa gaya hoon, darwaza khol do.",0,none,family,28,low,False,hinglish
"Namaste ma'am Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,65,low,False,hinglish
Hello sir Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,131,high,False,hinglish
Hello sir Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,149,high,True,hinglish
"Namaste sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,32,low,False,hinglish
Ji namaskar Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,113,medium,False,hinglish
